region,disaggregation,disagg.value,section,environmental_impacts_beef_lamb_2018,environmental_impacts_eggs_2018,environmental_impacts_fish_2018,environmental_impacts_fruit_veg_2018,environmental_impacts_grains_2018,environmental_impacts_legumes_2018,environmental_impacts_milk_2018,environmental_impacts_nuts_seeds_2018,environmental_impacts_oils_2018,environmental_impacts_pork_poultry_2018,environmental_impacts_roots_2018,environmental_impacts_sugar_2018,impacts_total_2018,planetary_impacts_Cropland_2010,planetary_impacts_Cropland_2018,planetary_impacts_Freshwater_2010,planetary_impacts_Freshwater_2018,planetary_impacts_Greenhouse gases_2010,planetary_impacts_Greenhouse gases_2018,planetary_impacts_Nitrogen_2010,planetary_impacts_Nitrogen_2018,planetary_impacts_Phosphorus_2010,planetary_impacts_Phosphorus_2018
South-eastern Asia,food_group,total,Environmental impacts,,,,,,,,,,,,,,122.25,151.98,164.23,218.95,133.38,162.85,168.1,217.55,123.16,157.22
South America,emission_type,Freshwater use,Environmental impacts,1.62,1.02,0.06,16.22,4.84,2.15,2.26,1.93,1.19,15.37,2.13,16.98,65.77,,,,,,,,,,
South America,emission_type,Greenhouse gas emissions (life-cycle),Environmental impacts,1439.3,21.23,20.67,94.25,70.76,7.12,249.47,7.24,49.91,171.07,26.88,71.09,2228.99,,,,,,,,,,
South America,emission_type,Land use,Environmental impacts,4809.2,43.3,7.48,71.01,194.63,53.24,633.42,18.23,65.35,477.42,40.24,28.89,6442.41,,,,,,,,,,
South America,emission_type,Nitrogen application,Environmental impacts,244.33,148.05,9.64,477.64,1038.76,0.86,185.51,7.86,76.86,199.81,76.64,348.93,2814.89,,,,,,,,,,
South America,emission_type,Phosphorus application,Environmental impacts,102.36,51.12,3.46,108.7,261.27,1.37,136.42,1.13,109.9,144.74,26.78,59.69,1006.94,,,,,,,,,,
South America,food_group,beef_lamb,Environmental impacts,,,,,,,,,,,,,,12.76,12.54,4.27,4.19,414.21,407.07,11.52,11.32,10.44,10.25
South America,food_group,eggs,Environmental impacts,,,,,,,,,,,,,,7.34,9.25,2.89,3.64,2.9,3.65,6.77,8.53,5.24,6.6
South America,food_group,fish,Environmental impacts,,,,,,,,,,,,,,0.45,0.53,0.22,0.25,0.07,0.08,0.59,0.71,0.64,0.76
South America,food_group,fruit_veg,Environmental impacts,,,,,,,,,,,,,,14.99,13.96,28.25,26.19,3.29,3.15,26.55,24.99,20.12,18.98
South America,food_group,grains,Environmental impacts,,,,,,,,,,,,,,26.48,28.6,24.16,25.48,3.67,3.92,44.19,47.29,33.21,35.53
South America,food_group,legumes,Environmental impacts,,,,,,,,,,,,,,10.6,8.5,6.22,5.19,0.82,0.67,0.23,0.02,1.1,0.12
South America,food_group,milk,Environmental impacts,,,,,,,,,,,,,,22.8,20.62,7.08,6.4,52.49,47.47,16.75,15.15,18.34,16.59
South America,food_group,nuts_seeds,Environmental impacts,,,,,,,,,,,,,,5.2,5.1,2.78,2.73,0.96,0.94,2.44,2.39,1.98,1.94
South America,food_group,oils,Environmental impacts,,,,,,,,,,,,,,14.88,16.24,4.26,4.63,3.16,3.56,9.22,10.14,12.11,13.25
South America,food_group,pork_poultry,Environmental impacts,,,,,,,,,,,,,,35.51,40.86,11.5,13.22,22.37,25.77,33.61,38.67,27.16,31.25
South America,food_group,roots,Environmental impacts,,,,,,,,,,,,,,3.69,3.41,3.36,3.1,1.03,0.95,4.16,3.84,4.23,3.91
South America,food_group,sugar,Environmental impacts,,,,,,,,,,,,,,7.16,7.51,36.66,38.47,1.7,1.79,18.89,19.82,14.68,15.41
South America,food_group,total,Environmental impacts,,,,,,,,,,,,,,171.77,182.22,153.96,167.45,514.45,510.87,192.78,210.05,160.54,171.78
Southern Africa,emission_type,Freshwater use,Environmental impacts,0.87,0.22,0,1.2,4.25,0.25,0.34,0.13,0.2,1.91,0.45,2.53,12.35,,,,,,,,,,
Southern Africa,emission_type,Greenhouse gas emissions (life-cycle),Environmental impacts,90.34,2.09,1.01,5.74,45.02,1.06,10.87,0.39,4.94,23.31,1.92,10.11,196.8,,,,,,,,,,
Southern Africa,emission_type,Land use,Environmental impacts,1647.17,2.8,0.03,4.31,56.22,3.18,472.25,0.73,24.14,76.78,3.32,7.61,2298.52,,,,,,,,,,
Southern Africa,emission_type,Nitrogen application,Environmental impacts,50.36,12.6,0.14,34.66,218.86,1.07,17.32,1.29,20.25,15.76,10.07,38.1,420.49,,,,,,,,,,
Southern Africa,emission_type,Phosphorus application,Environmental impacts,10.32,2.56,0.05,7.68,38.38,1.68,5.81,0.19,7.11,69.33,2.35,7.41,152.86,,,,,,,,,,
Southern Africa,food_group,beef_lamb,Environmental impacts,,,,,,,,,,,,,,10.25,10.17,3.69,3.63,280.2,283.72,9.08,9.03,8.08,8.05
Southern Africa,food_group,eggs,Environmental impacts,,,,,,,,,,,,,,5.12,4.44,2.01,1.74,2.02,1.75,4.72,4.09,3.65,3.16
Southern Africa,food_group,fish,Environmental impacts,,,,,,,,,,,,,,0.08,0.1,0.04,0.05,0.01,0.02,0.1,0.13,0.11,0.14
Southern Africa,food_group,fruit_veg,Environmental impacts,,,,,,,,,,,,,,6.62,4.98,10.48,7.96,1.45,1.19,11.72,9.18,9.17,7.26
Southern Africa,food_group,grains,Environmental impacts,,,,,,,,,,,,,,48.17,46.44,36.54,35.8,6.31,6.13,79.32,76.89,59.3,57.49
Southern Africa,food_group,legumes,Environmental impacts,,,,,,,,,,,,,,3.88,3.25,2.22,1.54,0.3,0.24,0.13,0.34,0.61,1.65
Southern Africa,food_group,milk,Environmental impacts,,,,,,,,,,,,,,10.11,9.08,3.14,2.82,23.27,20.91,7.43,6.67,8.13,7.31
Southern Africa,food_group,nuts_seeds,Environmental impacts,,,,,,,,,,,,,,0.63,0.42,0.33,0.22,0.12,0.08,0.29,0.2,0.24,0.16
Southern Africa,food_group,oils,Environmental impacts,,,,,,,,,,,,,,14.88,13.31,4.37,3.9,2.68,2.43,8.9,7.98,12.02,10.76
Southern Africa,food_group,pork_poultry,Environmental impacts,,,,,,,,,,,,,,27.99,32.47,9.64,11.2,14.94,17.25,26.86,31.17,21.8,25.3
Southern Africa,food_group,roots,Environmental impacts,,,,,,,,,,,,,,2.28,2.22,2.07,2.02,0.64,0.62,2.56,2.5,2.61,2.54
Southern Africa,food_group,sugar,Environmental impacts,,,,,,,,,,,,,,5.67,6.85,29.04,35.06,1.35,1.63,14.96,18.07,11.63,14.04
Southern Africa,food_group,total,Environmental impacts,,,,,,,,,,,,,,140.82,140.95,115.16,122.18,337.32,341.62,175.34,179.23,143.22,146.08
Southern Asia,emission_type,Freshwater use,Environmental impacts,4.56,7.28,3.53,114.57,318.32,62.36,33.75,18.83,21.28,13.45,14.53,202.67,815.13,,,,,,,,,,
Southern Asia,emission_type,Greenhouse gas emissions (life-cycle),Environmental impacts,272.41,39.67,64.97,219.01,315.75,47.89,679.84,23.81,132.11,68.42,42.65,110.31,2016.84,,,,,,,,,,
Southern Asia,emission_type,Land use,Environmental impacts,996.25,60.89,9.79,192.78,418.93,356.04,1011.34,62.46,467.38,418.97,61.28,123.94,4180.04,,,,,,,,,,
Southern Asia,emission_type,Nitrogen application,Environmental impacts,155.55,314.73,218.32,2694.49,10736.1,34.13,1418.21,426.77,928.29,3.17,353.62,2387.05,19670.43,,,,,,,,,,
Southern Asia,emission_type,Phosphorus application,Environmental impacts,28.79,57.26,55.05,574.63,1852.69,22.4,342.71,107.76,317.6,30.04,109.15,385.45,3883.54,,,,,,,,,,
Southern Asia,food_group,beef_lamb,Environmental impacts,,,,,,,,,,,,,,2.04,1.8,0.75,0.66,52.39,45.84,1.8,1.58,1.59,1.4
Southern Asia,food_group,eggs,Environmental impacts,,,,,,,,,,,,,,2.03,2.83,0.8,1.11,0.8,1.12,1.87,2.61,1.45,2.02
Southern Asia,food_group,fish,Environmental impacts,,,,,,,,,,,,,,0.66,0.84,0.31,0.39,0.1,0.12,0.9,1.13,0.95,1.19
Southern Asia,food_group,fruit_veg,Environmental impacts,,,,,,,,,,,,,,10.29,11.67,16.23,18.16,2.3,2.59,18.39,20.74,14.43,16.28
Southern Asia,food_group,grains,Environmental impacts,,,,,,,,,,,,,,29.86,29.42,26.64,26.77,3.95,3.95,44.86,45.28,34,34.27
Southern Asia,food_group,legumes,Environmental impacts,,,,,,,,,,,,,,10.49,12.13,6.44,7.37,0.83,0.95,0.01,0.07,0.07,0.33
Southern Asia,food_group,milk,Environmental impacts,,,,,,,,,,,,,,14.5,17.39,4.5,5.4,33.39,40.04,10.66,12.78,11.67,13.99
Southern Asia,food_group,nuts_seeds,Environmental impacts,,,,,,,,,,,,,,5.24,4.57,2.8,2.44,0.97,0.84,2.45,2.14,1.99,1.74
Southern Asia,food_group,oils,Environmental impacts,,,,,,,,,,,,,,7.94,8.38,2.19,2.35,2.03,1.99,5.15,5.33,6.53,6.86
Southern Asia,food_group,pork_poultry,Environmental impacts,,,,,,,,,,,,,,2.62,3,0.93,1.08,1.28,1.39,2.53,2.9,2.06,2.36
Southern Asia,food_group,roots,Environmental impacts,,,,,,,,,,,,,,1.71,1.82,1.55,1.66,0.48,0.51,1.92,2.05,1.96,2.09
Southern Asia,food_group,sugar,Environmental impacts,,,,,,,,,,,,,,3.82,4,19.55,20.49,0.91,0.95,10.07,10.56,7.83,8.21
Southern Asia,food_group,total,Environmental impacts,,,,,,,,,,,,,,114.97,130.86,136.15,162.19,118.06,126.22,143.39,166.63,111.6,128.37
Southern Europe,emission_type,Freshwater use,Environmental impacts,1.67,2.18,0.08,6.61,4.48,0.5,2.48,0.56,5.6,9.51,0.31,1.62,35.59,,,,,,,,,,
Southern Europe,emission_type,Greenhouse gas emissions (life-cycle),Environmental impacts,85.76,8.93,22.6,36.08,37.68,1.46,70.62,0.28,22.17,77.77,3.19,6.77,373.29,,,,,,,,,,
Southern Europe,emission_type,Land use,Environmental impacts,370.6,12.04,3.04,28.5,75.69,10.13,191.02,10.11,74.75,311.61,6.58,5.32,1099.39,,,,,,,,,,
Southern Europe,emission_type,Nitrogen application,Environmental impacts,131.72,170.15,11.89,241.18,436.69,0.17,184.15,38.46,326.18,471.58,19.34,61.86,2093.38,,,,,,,,,,
Southern Europe,emission_type,Phosphorus application,Environmental impacts,21.07,23.24,2.44,44.08,49.02,0.53,56.34,5.09,44.53,71.46,3.88,11.12,332.8,,,,,,,,,,
Southern Europe,food_group,beef_lamb,Environmental impacts,,,,,,,,,,,,,,10.96,7.72,3.95,2.74,296.76,218.99,9.69,6.87,8.62,6.13
Southern Europe,food_group,eggs,Environmental impacts,,,,,,,,,,,,,,9.55,10.16,3.76,4,3.77,4.01,8.8,9.37,6.81,7.25
Southern Europe,food_group,fish,Environmental impacts,,,,,,,,,,,,,,1.22,1.16,0.63,0.62,0.19,0.18,1.52,1.43,1.68,1.6
Southern Europe,food_group,fruit_veg,Environmental impacts,,,,,,,,,,,,,,23.53,22.05,37.16,35.32,5.13,4.72,41.52,38.63,32.47,30.08
Southern Europe,food_group,grains,Environmental impacts,,,,,,,,,,,,,,39.08,40.89,40.87,42.19,5.69,5.9,66.79,69.14,50.34,52.14
Southern Europe,food_group,legumes,Environmental impacts,,,,,,,,,,,,,,4.88,4.53,3,2.78,0.38,0.36,0,0.01,0.02,0.04
Southern Europe,food_group,milk,Environmental impacts,,,,,,,,,,,,,,37.9,31.26,11.77,9.71,87.26,71.97,27.84,22.97,30.48,25.14
Southern Europe,food_group,nuts_seeds,Environmental impacts,,,,,,,,,,,,,,5.41,5.82,2.89,3.11,1,1.07,2.54,2.73,2.06,2.21
Southern Europe,food_group,oils,Environmental impacts,,,,,,,,,,,,,,26.16,26.35,7.72,7.8,4.58,4.52,15.56,15.6,21.11,21.24
Southern Europe,food_group,pork_poultry,Environmental impacts,,,,,,,,,,,,,,52.7,55.79,13.06,13.97,51.71,54.05,47.36,50.23,37.6,39.91
Southern Europe,food_group,roots,Environmental impacts,,,,,,,,,,,,,,3.07,2.71,2.79,2.46,0.86,0.76,3.46,3.05,3.52,3.1
Southern Europe,food_group,sugar,Environmental impacts,,,,,,,,,,,,,,5.11,5.8,26.19,29.73,1.22,1.38,13.5,15.32,10.49,11.9
Southern Europe,food_group,total,Environmental impacts,,,,,,,,,,,,,,221.82,217.51,158.87,161.73,460.31,370.46,242.64,241.19,207.77,204.45
Western Africa,emission_type,Freshwater use,Environmental impacts,0.24,0.15,0.08,12.29,6.65,1.4,0.46,1.53,0.64,0.47,3.9,5.5,33.31,,,,,,,,,,
Western Africa,emission_type,Greenhouse gas emissions (life-cycle),Environmental impacts,187.67,7.78,20.9,93.05,295.46,16.62,41.71,18.22,43.33,20.02,234.29,24.73,1003.78,,,,,,,,,,
Western Africa,emission_type,Land use,Environmental impacts,3401.17,10.42,4.48,68.97,371.22,118.79,585.06,53.37,94.66,21.99,309.32,18.6,5058.03,,,,,,,,,,
Western Africa,emission_type,Nitrogen application,Environmental impacts,39.75,55.12,7.96,528.39,874.45,1.5,40.72,3.55,93.03,139.19,119.88,107.6,2011.13,,,,,,,,,,
Western Africa,emission_type,Phosphorus application,Environmental impacts,6.64,8.35,2.4,90.57,129.16,2.43,6.78,0.51,19.78,22.23,16.86,18.55,324.25,,,,,,,,,,
Western Africa,food_group,beef_lamb,Environmental impacts,,,,,,,,,,,,,,4.59,3.61,1.78,1.4,98.08,77.76,3.98,3.13,3.46,2.73
Western Africa,food_group,eggs,Environmental impacts,,,,,,,,,,,,,,2.2,1.86,0.86,0.73,0.87,0.73,2.02,1.72,1.57,1.33
Western Africa,food_group,fish,Environmental impacts,,,,,,,,,,,,,,0.52,0.54,0.24,0.25,0.08,0.08,0.71,0.73,0.74,0.77
Western Africa,food_group,fruit_veg,Environmental impacts,,,,,,,,,,,,,,8.88,9.9,15.6,16.78,2.42,2.73,17.2,19.27,13.35,15.09
Western Africa,food_group,grains,Environmental impacts,,,,,,,,,,,,,,56.87,48.15,25.04,23.22,5.34,4.75,51.64,48.19,40.3,37.29
Western Africa,food_group,legumes,Environmental impacts,,,,,,,,,,,,,,11.48,11.84,6.94,7.22,0.9,0.93,0.09,0.05,0.45,0.25
Western Africa,food_group,milk,Environmental impacts,,,,,,,,,,,,,,3.66,2.16,1.14,0.67,8.42,4.97,2.69,1.59,2.94,1.74
Western Africa,food_group,nuts_seeds,Environmental impacts,,,,,,,,,,,,,,7.11,6.52,3.8,3.48,1.31,1.2,3.33,3.06,2.7,2.48
Western Africa,food_group,oils,Environmental impacts,,,,,,,,,,,,,,6.23,5.59,1.34,1.17,3.22,3,5.15,4.69,5.45,4.91
Western Africa,food_group,pork_poultry,Environmental impacts,,,,,,,,,,,,,,3.37,3.33,1.04,1.02,2.34,2.36,3.16,3.12,2.54,2.51
Western Africa,food_group,roots,Environmental impacts,,,,,,,,,,,,,,10.61,12.41,9.64,11.27,2.97,3.47,11.94,13.96,12.14,14.2
Western Africa,food_group,sugar,Environmental impacts,,,,,,,,,,,,,,1.72,1.83,8.82,9.37,0.41,0.43,4.55,4.83,3.53,3.75
Western Africa,food_group,total,Environmental impacts,,,,,,,,,,,,,,129.09,124.66,102.91,114.67,135.66,115.7,127.79,134.8,102.7,106.33
Western Asia,emission_type,Freshwater use,Environmental impacts,3.28,12.01,0.16,44.2,42.11,2.82,2.88,1.71,1.23,12.89,1.44,8.71,133.44,,,,,,,,,,
Western Asia,emission_type,Greenhouse gas emissions (life-cycle),Environmental impacts,145.74,13.52,8.09,67.64,85.74,4.42,97.83,2.66,33.16,60.42,3.91,19.32,542.45,,,,,,,,,,
Western Asia,emission_type,Land use,Environmental impacts,2720.92,19.95,2.01,51.14,155.76,33.91,807.78,10.63,65.98,63.35,6.71,23.68,3961.83,,,,,,,,,,
Western Asia,emission_type,Nitrogen application,Environmental impacts,131.56,246.2,13.54,496.95,1210.64,0.27,232.01,48.48,159.81,459.16,30.7,158.84,3188.15,,,,,,,,,,
Western Asia,emission_type,Phosphorus application,Environmental impacts,26.67,41.41,2.89,76.52,194.6,0.91,55.14,6.28,36.32,86.23,5.51,29.37,561.82,,,,,,,,,,
Western Asia,food_group,beef_lamb,Environmental impacts,,,,,,,,,,,,,,6.28,6.64,2.35,2.47,153.55,164.47,5.5,5.83,4.85,5.14
Western Asia,food_group,eggs,Environmental impacts,,,,,,,,,,,,,,5.17,6.85,2.03,2.7,2.04,2.7,4.77,6.32,3.69,4.89
Western Asia,food_group,fish,Environmental impacts,,,,,,,,,,,,,,0.31,0.4,0.15,0.19,0.05,0.06,0.41,0.54,0.44,0.57
Western Asia,food_group,fruit_veg,Environmental impacts,,,,,,,,,,,,,,18.8,17.91,28.39,27.79,4.24,3.97,33.64,31.83,26.55,24.99
Western Asia,food_group,grains,Environmental impacts,,,,,,,,,,,,,,49.7,47.55,49.3,48.39,7.02,6.83,81.86,80.24,61.78,60.48
Western Asia,food_group,legumes,Environmental impacts,,,,,,,,,,,,,,7.66,7.1,4.64,4.36,0.6,0.56,0.05,0.01,0.26,0.04
Western Asia,food_group,milk,Environmental impacts,,,,,,,,,,,,,,16.27,14.36,5.05,4.46,37.45,33.07,11.95,10.55,13.08,11.55
Western Asia,food_group,nuts_seeds,Environmental impacts,,,,,,,,,,,,,,3.94,3.61,2.1,1.93,0.73,0.67,1.85,1.69,1.5,1.37
Western Asia,food_group,oils,Environmental impacts,,,,,,,,,,,,,,13.66,11.82,3.62,3.07,4.13,3.83,9.3,8.22,11.36,9.89
Western Asia,food_group,pork_poultry,Environmental impacts,,,,,,,,,,,,,,19.78,17.97,7.23,6.57,8.64,7.85,19.25,17.48,15.69,14.25
Western Asia,food_group,roots,Environmental impacts,,,,,,,,,,,,,,1.58,1.6,1.43,1.45,0.44,0.45,1.78,1.8,1.81,1.83
Western Asia,food_group,sugar,Environmental impacts,,,,,,,,,,,,,,5.08,5.35,26.02,27.4,1.21,1.27,13.41,14.12,10.42,10.97
Western Asia,food_group,total,Environmental impacts,,,,,,,,,,,,,,156.03,152.26,149.88,155.75,226.21,234.44,197.82,198.61,160.32,158.61
Western Europe,emission_type,Freshwater use,Environmental impacts,0.51,0.52,0.04,3.38,1.19,0.09,1.23,0.46,0.65,1.64,0.21,2.1,12.01,,,,,,,,,,
Western Europe,emission_type,Greenhouse gas emissions (life-cycle),Environmental impacts,124.18,12.27,18.24,29.03,47.86,0.77,84.59,1.78,17.92,75.25,5.81,11.4,429.08,,,,,,,,,,
Western Europe,emission_type,Land use,Environmental impacts,385.52,16.53,2.44,25.73,91.88,3.64,87.43,8,44.77,116.49,12.74,8.98,804.13,,,,,,,,,,
Western Europe,emission_type,Nitrogen application,Environmental impacts,153.85,179.16,8.61,220.14,557,0.34,274.86,62.09,164.5,611.86,42.01,77.58,2352.01,,,,,,,,,,
Western Europe,emission_type,Phosphorus application,Environmental impacts,19.78,20.98,1.79,38.86,50.94,1.14,60.06,8.12,25.42,73.97,8.49,14.4,323.94,,,,,,,,,,
Western Europe,food_group,beef_lamb,Environmental impacts,,,,,,,,,,,,,,10.66,8.82,3.78,3.08,302.3,260.99,9.48,7.88,8.47,7.07
Western Europe,food_group,eggs,Environmental impacts,,,,,,,,,,,,,,10.84,10.62,4.26,4.18,4.27,4.19,9.99,9.79,7.73,7.58
Western Europe,food_group,fish,Environmental impacts,,,,,,,,,,,,,,1.07,0.95,0.54,0.48,0.16,0.14,1.37,1.23,1.49,1.33
Western Europe,food_group,fruit_veg,Environmental impacts,,,,,,,,,,,,,,17.76,16.03,28.89,25.75,3.68,3.35,30.66,27.78,23.73,21.55
Western Europe,food_group,grains,Environmental impacts,,,,,,,,,,,,,,36.88,37.92,35.43,36.3,5.1,5.24,58.95,60.66,44.55,45.83
Western Europe,food_group,legumes,Environmental impacts,,,,,,,,,,,,,,1.46,1.61,0.84,0.88,0.11,0.12,0.04,0.08,0.2,0.39
Western Europe,food_group,milk,Environmental impacts,,,,,,,,,,,,,,44.4,32.26,13.79,10.02,102.21,74.26,32.62,23.7,35.71,25.95
Western Europe,food_group,nuts_seeds,Environmental impacts,,,,,,,,,,,,,,5.04,3.41,2.7,1.82,0.93,0.63,2.37,1.6,1.92,1.3
Western Europe,food_group,oils,Environmental impacts,,,,,,,,,,,,,,19.4,18.15,5.55,5.43,4.14,2.87,12.04,10.58,15.8,14.58
Western Europe,food_group,pork_poultry,Environmental impacts,,,,,,,,,,,,,,52.11,47.03,12.73,11.73,51.96,45.8,46.72,42.32,37.06,33.61
Western Europe,food_group,roots,Environmental impacts,,,,,,,,,,,,,,3.65,3.28,3.32,2.98,1.02,0.92,4.11,3.69,4.18,3.76
Western Europe,food_group,sugar,Environmental impacts,,,,,,,,,,,,,,7.73,7.54,39.58,38.63,1.84,1.79,20.4,19.91,15.85,15.47
Western Europe,food_group,total,Environmental impacts,,,,,,,,,,,,,,212.43,189.66,154.64,145.83,478.87,401.9,231.33,212.86,198.33,180.73